,workerid,language,correct,idiom,response,result,rt,Affect
1364,80,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,small efforts by many people make a difference,incorrect,5874.0,Neutral
1365,55,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,almost perfect or of very high quality,incorrect,34961.0,Neutral
1366,56,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,small efforts by many people make a difference,incorrect,6505.0,Neutral
1367,112,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small mistake with big consequences,incorrect,15308.0,Neutral
1368,61,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small thing that is not significant compared to a larger situation,correct,14287.0,Neutral
1369,125,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,small efforts by many people make a difference,incorrect,31157.0,Neutral
1370,99,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,small efforts by many people make a difference,incorrect,30076.0,Neutral
1371,124,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small thing that is not significant compared to a larger situation,correct,10607.0,Neutral
1372,38,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small thing that is not significant compared to a larger situation,correct,13232.0,Neutral
1373,74,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,almost perfect or of very high quality,incorrect,20709.0,Neutral
1374,107,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to go back to your previous decision,incorrect,12893.0,Neutral
1375,111,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to go back to your previous decision,incorrect,16914.0,Neutral
1376,94,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,9681.0,Neutral
1377,36,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to go back to your previous decision,incorrect,7073.0,Neutral
1378,128,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change your point of view,incorrect,14416.0,Neutral
1379,102,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,41906.0,Neutral
1380,122,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change your point of view,incorrect,18498.0,Neutral
1381,69,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to go back to your previous decision,incorrect,13179.0,Neutral
1382,60,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change your point of view,incorrect,14640.0,Neutral
1383,49,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change your point of view,incorrect,4413.0,Neutral
1384,88,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,12332.0,Neutral
1385,55,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,15126.0,Neutral
1386,112,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change your point of view,incorrect,4330.0,Neutral
1387,101,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,13423.0,Neutral
1388,96,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change your point of view,incorrect,8592.0,Neutral
1389,125,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change your point of view,incorrect,6743.0,Neutral
1390,99,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,7127.0,Neutral
1391,40,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to handle a difficult situation with ease,incorrect,6575.0,Neutral
1392,34,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,8495.0,Neutral
1393,90,Spanish,to change the state of a situation (good to bad or bad to good),to flip the tortilla ,to change the state of a situation (good to bad or bad to good),correct,8379.0,Neutral
1394,111,Russian,to be uncomfortable with something,to be not in one's plate,to not be one's priority,incorrect,11250.0,Negative
1395,36,Russian,to be uncomfortable with something,to be not in one's plate,to not be one's priority,incorrect,10816.0,Negative
1396,63,Russian,to be uncomfortable with something,to be not in one's plate,to not be one's priority,incorrect,24010.0,Negative
1397,84,Russian,to be uncomfortable with something,to be not in one's plate,to not be one's priority,incorrect,12108.0,Negative
1398,70,Russian,to be uncomfortable with something,to be not in one's plate,to be uncomfortable with something,correct,8543.0,Negative
1399,119,Russian,to be uncomfortable with something,to be not in one's plate,to be uncomfortable with something,correct,10794.0,Negative
1400,79,Russian,to be uncomfortable with something,to be not in one's plate,to be uncomfortable with something,correct,15082.0,Negative
1401,55,Russian,to be uncomfortable with something,to be not in one's plate,to have no responsibilities,incorrect,38908.0,Negative
1402,92,Russian,to be uncomfortable with something,to be not in one's plate,to not be one's priority,incorrect,10469.0,Negative
1403,44,Russian,to be uncomfortable with something,to be not in one's plate,to be beyond control,incorrect,24826.0,Negative
1404,121,Russian,to be uncomfortable with something,to be not in one's plate,to be beyond control,incorrect,7970.0,Negative
1405,67,Russian,to be uncomfortable with something,to be not in one's plate,to not be one's priority,incorrect,20551.0,Negative
1406,66,Russian,to be uncomfortable with something,to be not in one's plate,to be beyond control,incorrect,4608.0,Negative
1407,34,Russian,to be uncomfortable with something,to be not in one's plate,to be beyond control,incorrect,12568.0,Negative
1408,82,Russian,to be uncomfortable with something,to be not in one's plate,to be beyond control,incorrect,8712.0,Negative
1409,103,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to conquer difficulties no matter what or to work hard against obstacles,correct,26953.0,Positive
1410,87,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to conquer difficulties no matter what or to work hard against obstacles,correct,6427.0,Positive
1411,89,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to waste time and effort,incorrect,11718.0,Positive
1412,97,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to conquer difficulties no matter what or to work hard against obstacles,correct,10244.0,Positive
1413,76,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to waste time and effort,incorrect,8656.0,Positive
1414,131,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to conquer difficulties no matter what or to work hard against obstacles,correct,19396.0,Positive
1415,122,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to have a different opinion,incorrect,10357.0,Positive
1416,31,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to waste time and effort,incorrect,17575.0,Positive
1417,70,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,8983.0,Positive
1418,35,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,9796.0,Positive
1419,46,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,21145.0,Positive
1420,88,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to conquer difficulties no matter what or to work hard against obstacles,correct,9098.0,Positive
1421,106,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,3861.0,Positive
1422,121,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,55953.0,Positive
1423,56,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,16895.0,Positive
1424,112,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,10066.0,Positive
1425,100,Mandarin Chinese,to conquer difficulties no matter what or to work hard against obstacles,to sail the boat against the current,to do something in an unpopular way,incorrect,12969.0,Positive
